catalogNo,brand,name,category,spec,unit,detectedSpecies,application,host,reactivity,conjugate,casNo,sampleType,listPrice,memberPrice,wholesalePrice,remark
ab235552-25mg,abcam,FPS-ZM1，RAGE receptor拮抗剂,reagent,25mg,支,,,,,,,,6165,2219.4,2466,
ab6785,Abcam,Goat Anti-Mouse IgG H&L (FITC),reagent,1 mg,支,,,,,,,,4175.45,1503.16,1670.18,
ab4729-100ug,Abcam,H3K27ac,reagent,100ug,支,,,,,,,,8998.4,3239.42,3599.36,
ab8895-50ug,Abcam,H3K4me1,reagent,50ug,支,,,,,,,,9148.25,3293.37,3659.3,
ab8580-50ug,Abcam,H3K4me3,reagent,50ug,支,,,,,,,,8811.55,3172.16,3524.62,
ab235-125ug,Abcam,HBX抗体,reagent,125ug,支,,,,,,,,8937.35,3217.45,3574.94,
ab211106,abcam,HIV-1 Protease抑制剂Assay试剂盒(Fluorometric),reagent,100 tests,盒,,,,,,,,14371.2,5173.63,5748.48,
ab145231-1mg,abcam,IM 54 (2-(1H-Indol-3-yl)-3-pentylamino-maleimide)，Necrosis抑制剂,reagent,1mg,支,,,,,,,,1024.9,368.96,409.96,
ab83366-100tests,abcam,Iron Assay试剂盒,reagent,100tests,盒,,,,,,,,14365.25,5171.49,5746.1,
ab48394,Abcam,LC3抗体 ab48394,reagent,100ul,支,,,,,,,,8882.5,3197.7,3553,
ab110419,abcam,MitoTox™ Complete OXPHOS Activity Assay试剂盒(5 Assays),reagent,5 x 96 tests,盒,,,,,,,,51350,18486,20540,
ab80021-2mg,abcam,Native人Fibronectin蛋白,reagent,2mg,瓶,,,,,,,,12268.8,4416.77,4907.52,
ab141173,abcam,Neurotensin，Endogenous neuropeptide,reagent,1mg,瓶,,,,,,,,1324.8,476.93,529.92,
ab176753,abcam,Phalloidin-iFluor 488试剂(ab176753),reagent,300 tests,支,,,,,,,,5718.6,2058.7,2287.44,
ab228527,abcam,Pro-Apoptosis Bcl Family抗体Sampler组合,reagent,1kit,盒,,,,,,,,8079.38,2908.58,3231.75,
ab133021,abcam,Prostaglandin E2 ELISA试剂盒,reagent,96T,盒,,,,,,,,12572.5,4526.1,5029,
ab52607,abcam,Recombinant Anti-Apolipoprotein E antibody [EP1374Y] (ab52607),reagent,100ul,支,,,,,,,,8440.2,3038.47,3376.08,
ab51967,abcam,Recombinant Rat VEGF 165A protein,reagent,10 µg,支,,,,,,,,6957.85,2504.83,2783.14,
ab142780-1mg,abcam,Rhod-2 AM，fluorescent Ca2+ indicator,reagent,1mg,支,,,,,,,,4113,1480.68,1645.2,
ab120170-5mg,abcam,Substance P，Sensory neuropeptide,reagent,5mg,支,,,,,,,,2505,901.8,1002,
ab235032-1mg,abcam,Sulfo-Cyanine5.5 NHS ester，Amine reactive far red fluorophore,reagent,1mg,支,,,,,,,,3022.2,1087.99,1208.88,
ab235032-5mg,abcam,Sulfo-Cyanine5.5 NHS ester，Amine reactive far red fluorophore,reagent,5mg,瓶,,,,,,,,8227.8,2962.01,3291.12,
ab175774,Abcam,WB二抗-驴抗小鼠IgG H&L (Alexa Fluor® 680),reagent,500ug,支,,,,,,,,2889.7,1040.29,1155.88,
ab175773,Abcam,WB二抗-山羊抗兔IgG H&L (Alexa Fluor® 680),reagent,500ug,支,,,,,,,,2889.7,1040.29,1155.88,
ab37152,Abcam,XBP1抗体 ab37152,reagent,100ul,支,,,,,,,,8882.5,3197.7,3553,
ab120129-10mg,abcam,Y-27632 dihydrochloride，Rho kinase抑制剂,reagent,10mg,支,,,,,,,,6480,2332.8,2592,
ab104139-20ml,abcam,封固剂With DAPI - Aqueous，Fluoroshield,reagent,20ml,瓶,,,,,,,,1954.8,703.73,781.92,
ab113474-100T,abcam,核Extraction试剂盒,reagent,100T,盒,,,,,,,,6084,2190.24,2433.6,
ab175772,Abcam,驴Anti-Rabbit IgG H&L (Alexa Fluor® 680) (ab175772),reagent,500ul,支,,,,,,,,2750,990,1100,
ab100577,abcam,人IL-9 ELISA试剂盒(ab100577),reagent,96 tests,盒,,,,,,,,12733.13,4583.93,5093.25,
ab150077-500µl,abcam,山羊抗兔IgG H&L (Alexa Fluor 488),reagent,500µg,支,,,,,,,,3038.4,1093.82,1215.36,
ab150077,abcam,山羊抗兔IgG H&L (Alexa Fluor® 488),reagent,500ug,支,,,,,,,,3038.4,1093.82,1215.36,
ab97051,abcam,山羊抗兔IgG H&L (HRP),reagent,1mg,支,,,,,,,,4177.3,1503.83,1670.92,
ab6721-1mg,abcam,山羊抗兔IgG H&L (HRP) (ab6721),reagent,1mg,瓶,,,,,,,,4456.8,1604.45,1782.72,
ab150079,abcam,山羊抗兔IgG HL (Alexa Fluor® 647),reagent,500ug,支,,,,,,,,2946.6,1060.78,1178.64,
ab205719-500µl,abcam,山羊抗小鼠IgG H&L (HRP) (ab205719),reagent,500µg,支,,,,,,,,4177.3,1503.83,1670.92,
ab239332,abcam,生物素Anti-HLA G抗体[5A6G7],reagent,100ug,支,,,,,,,,9156.6,3296.38,3662.64,
ab25916,abcam,兔多克隆抗体to NFAT2,reagent,200ug,支,,,,,,,,8242.5,2967.3,3297,
ab237395,abcam,重组Alexa Fluor® 488荧光Anti-EpCAM抗体[EPR20532-225],reagent,100ul,支,,,,,,,,9401.4,3384.5,3760.56,
ab283276-100ul,abcam,重组Alexa Fluor® 488荧光Anti-Ly6g抗体[EPR22909-135],reagent,100ul,支,,,,,,,,10175.4,3663.14,4070.16,
ab200658-10ul,abcam,重组Anti-Actin抗体[EPR16875],reagent,10ul,支,,,,,,,,1830,658.8,732,
ab207799-100ul,abcam,重组Anti-Adipose Triglyceride Lipase抗体[EPR19650],reagent,100ul,支,,,,,,,,9187.5,3307.5,3675,
ab81283-10ul,abcam,重组Anti-AKT1 (phospho S473)抗体[EP2109Y] (ab81283),reagent,10ul,支,,,,,,,,2118.6,762.7,847.44,
ab81283-40ul,abcam,重组Anti-AKT1 (phospho S473)抗体[EP2109Y] (ab81283),reagent,40ul,支,,,,,,,,7378.2,2656.15,2951.28,
ab192623-40ul,abcam,重组Anti-AKT1 + AKT2 + AKT3 (phospho S472 + S473 +,reagent,40ul,支,,,,,,,,5542.2,1995.19,2216.88,
ab179463-10ul,abcam,重组Anti-AKT1 + AKT2 + AKT3抗体[EPR16798],reagent,10ul,支,,,,,,,,2001.6,720.58,800.64,
ab179463-40ul,abcam,重组Anti-AKT1 + AKT2 + AKT3抗体[EPR16798] (ab179463),reagent,40 µl,支,,,,,,,,4721.4,1699.7,1888.56,
ab32575,Abcam,重组Anti-alpha smooth muscle Actin抗体[E184] (ab32575),reagent,40ul,支,,,,,,,,5889.38,2120.18,2355.75,
ab124964-10ul,abcam,重组Anti-alpha smooth muscle Actin抗体[EPR5368] (ab124964),reagent,10ul,支,,,,,,,,2037.6,733.54,815.04,
ab124964-40µl,abcam,重组Anti-alpha smooth muscle Actin抗体[EPR5368] (ab124964),reagent,40µl,支,,,,,,,,7190.95,2588.74,2876.38,
ab212184-40ul,abcam,重组Anti-Alpha-synuclein抗体[EPR20535],reagent,40ul,支,,,,,,,,4755.6,1712.02,1902.24,
ab133448-40ul,abcam,重组Anti-AMPK alpha 1 (phospho T183) + AMPK alpha 2 (phospho,reagent,40ul,支,,,,,,,,6892.2,2481.19,2756.88,
ab207442-40ul,abcam,重组Anti-AMPK alpha 1 + AMPK alpha 2抗体[EPR19549],reagent,40ul,支,,,,,,,,5567.4,2004.26,2226.96,
ab206420-10ul,abcam,重组Anti-Angiopoietin-like 4/ANGPTL4抗体[EPR19873],reagent,10ul,支,,,,,,,,1711.25,616.05,684.5,
ab213705,Abcam,重组Anti-Angiotensinogen抗体[EPR20599] (ab213705),reagent,40ul,支,,,,,,,,4822.5,1736.1,1929,
ab183597-100ul,abcam,重组Anti-Apolipoprotein E抗体[EPR19392] (ab183597),reagent,100ul,支,,,,,,,,7079.4,2548.58,2831.76,
ab215853-10ul,Abcam,重组Anti-Aquaporin 3抗体[EPR19932],reagent,10ul,支,,,,,,,,1629.85,586.75,651.94,
ab45178-40ul,abcam,重组Anti-ASK1抗体[EP553Y],reagent,40ul,支,,,,,,,,5013,1804.68,2005.2,
ab254268-10ul,abcam,重组Anti-ATF3抗体[EPR22610-19] - ChIP Grade,reagent,10ul,支,,,,,,,,1778.4,640.22,711.36,
ab184909-40ul,abcam,重组Anti-ATF-4抗体[EPR18111],reagent,40ul,支,,,,,,,,6241.88,2247.08,2496.75,
ab52973-10ul,abcam,重组Anti-Aurora A抗体[EP1008Y],reagent,10ul,支,,,,,,,,1980,712.8,792,
ab32503-100ul,Abcam,重组Anti-Bax抗体[E63],reagent,100ul,支,,,,,,,,10183.13,3665.93,4073.25,
ab32503-40ul,abcam,重组Anti-Bax抗体[E63],reagent,40ul,支,,,,,,,,6534,2352.24,2613.6,
ab32124-40ul,abcam,重组Anti-Bcl-2抗体[E17],reagent,40ul,支,,,,,,,,6418.8,2310.77,2567.52,
ab182858-100ul,abcam,重组Anti-Bcl-2抗体[EPR17509],reagent,100ul,支,,,,,,,,7782.95,2801.86,3113.18,
ab32370-40ul,abcam,重组Anti-Bcl-XL抗体[E18],reagent,40ul,支,,,,,,,,6974.5,2510.82,2789.8,
ab108319-40ul,abcam,重组Anti-BDNF抗体[EPR1292],reagent,40ul,支,,,,,,,,7012.8,2524.61,2805.12,
ab210498-40ul,abcam,重组Anti-Beclin 1抗体,reagent,40ul,支,,,,,,,,5383.5,1938.06,2153.4,
ab210498-100ul,abcam,重组Anti-Beclin 1抗体[EPR20473] (ab210498),reagent,100ul,支,,,,,,,,9157.5,3296.7,3663,
ab32572-10ul,abcam,重组Anti-beta Catenin抗体[E247] - ChIP Grade,reagent,10ul,支,,,,,,,,1864.8,671.33,745.92,
ab32158-40UL,abcam,重组Anti-Bim抗体[Y36] (ab32158),reagent,40UL,支,,,,,,,,5691.6,2048.98,2276.64,
ab214821-100ul,abcam,重组Anti-BMP2抗体[EPR20807],reagent,100ul,支,,,,,,,,8501.4,3060.5,3400.56,
ab129156-40ul,Abcam,重组Anti-BMP7抗体[EPR5897],reagent,40ul,支,,,,,,,,4945,1780.2,1978,
ab109362-100ul,abcam,重组Anti-BNIP3抗体[EPR4034] (ab109362),reagent,100ul,支,,,,,,,,9446.4,3400.7,3778.56,
ab109362-40ul,abcam,重组Anti-BNIP3抗体[EPR4034] (ab109362),reagent,40ul,支,,,,,,,,5600,2016,2240,
ab128874-40ul,Abcam,重组Anti-Brd4抗体,reagent,40ul,支,,,,,,,,5311.35,1912.09,2124.54,
ab167413-100ul,abcam,重组Anti-C11B2/CYP11B2抗体[EPR10495],reagent,100ul,支,,,,,,,,7207.6,2594.74,2883.04,
ab200999-40UL,abcam,重组Anti-C3抗体[EPR19394],reagent,40ul,支,,,,,,,,4321.6,1555.78,1728.64,
ab140131,abcam,重组Anti-Calcipressin 1/RCAN1抗体[EPR8911],reagent,40ul,支,,,,,,,,4725,1701,1890,
ab92516,abcam,重组Anti-Calreticulin抗体[EPR3924] - ER Marker,reagent,40ul,支,,,,,,,,4848.75,1745.55,1939.5,
ab243660-40ul,abcam,重组Anti-Carbonic Anhydrase 9/CA9抗体[EPR23055-5],reagent,40ul,支,,,,,,,,5846,2104.56,2338.4,
ab108351-10ul,abcam,重组Anti-Carbonic Anhydrase 9/CA9抗体[EPR4151(2)],reagent,10ul,支,,,,,,,,1844.45,664,737.78,
ab32351-40 µl Trial Size,abcam,重组Anti-Caspase-3抗体[E87],reagent,40 µl Trial Size,支,,,,,,,,5692.45,2049.28,2276.98,
ab184787-10ul,abcam,重组Anti-Caspase-3抗体[EPR18297],reagent,10ul,支,,,,,,,,1998,719.28,799.2,
ab40887-40ul,abcam,重组Anti-Caspase-5抗体[EP876Y],reagent,40ul,支,,,,,,,,4530.6,1631.02,1812.24,
ab32397-100ul,abcam,重组Anti-Caspase-8抗体[E7],reagent,100ul,支,,,,,,,,8593.25,3093.57,3437.3,
ab32397-40ul,abcam,重组Anti-Caspase-8抗体[E7],reagent,40ul,支,,,,,,,,5155.95,1856.14,2062.38,
ab32539-40ul,Abcam,重组Anti-Caspase-9抗体[E23],reagent,40ul,支,,,,,,,,5818.25,2094.57,2327.3,
ab134157-10ul,abcam,重组Anti-Cathepsin S抗体[EPR5128],reagent,10ul,支,,,,,,,,1920.6,691.42,768.24,
ab156590-10ul,abcam,重组Anti-CBR1抗体[EPR9660],reagent,10ul,支,,,,,,,,1711.25,616.05,684.5,
ab284389-100ul,Abcam,重组Anti-CD133抗体[RM1029],reagent,100ul,支,,,,,,,,8746.2,3148.63,3498.48,
ab75769-10ul,abcam,重组Anti-CD146抗体[EPR3208],reagent,10ul,支,,,,,,,,1810.8,651.89,724.32,
ab182422-100ul,abcam,重组Anti-CD163抗体[EPR19518],reagent,100ul,支,,,,,,,,7857,2828.52,3142.8,
ab182422-10ul,abcam,重组Anti-CD163抗体[EPR19518],reagent,10ul,支,,,,,,,,1920.6,691.42,768.24,
ab252922-100ul,abcam,重组Anti-CD36抗体[EPR22509-40],reagent,100ul,支,,,,,,,,9761.4,3514.1,3904.56,
ab189524-40ul,abcam,重组Anti-CD44抗体[EPR18668],reagent,40ul,支,,,,,,,,5238,1885.68,2095.2,
ab183685-100ul,abcam,重组Anti-CD4抗体[EPR19514],reagent,100ul,支,,,,,,,,8184.38,2946.38,3273.75,
ab183685-10ul,abcam,重组Anti-CD4抗体[EPR19514],reagent,10ul,支,,,,,,,,2410,867.6,964,
ab134045-40ul,abcam,重组Anti-CD63抗体[EPR5702],reagent,40ul,支,,,,,,,,6460.2,2325.67,2584.08,
ab237710-100ul,abcam,重组Anti-CD8 alpha抗体[CAL67],reagent,100ul,支,,,,,,,,8677.8,3124.01,3471.12,
ab209775-10ul,abcam,重组Anti-CD8 alpha抗体[EPR20305],reagent,10ul,支,,,,,,,,2075,747,830,
ab217344-100ul,abcam,重组Anti-CD8 alpha抗体[EPR21769],reagent,100ul,支,,,,,,,,8941.88,3219.08,3576.75,
ab236630-40ul,abcam,重组Anti-CD9抗体[EPR23105-121],reagent,40ul,支,,,,,,,,5675.8,2043.29,2270.32,
ab32147-10ul,abcam,重组Anti-Cdk2抗体[E304],reagent,10ul,支,,,,,,,,1989,716.04,795.6,
ab211542-10ul,abcam,重组Anti-CDKN2A/p16INK4a抗体[EPR20418],reagent,10ul,支,,,,,,,,1895.4,682.34,758.16,
ab76541-100ul,Abcam,重组Anti-CDX2抗体[EPR2764Y],reagent,100 µl,支,,,,,,,,10415.5,3749.58,4166.2,
ab76541-40ul,Abcam,重组Anti-CDX2抗体[EPR2764Y],reagent,40ul,支,,,,,,,,6249.3,2249.75,2499.72,
ab252416-100ul,abcam,重组Anti-cGAS抗体[EPR23611-101] (ab252416),reagent,100ul,支,,,,,,,,9205.2,3313.87,3682.08,
ab199031-40ul,abcam,重组Anti-Chk2抗体[EPR19236],reagent,40ul,支,,,,,,,,5243.4,1887.62,2097.36,
ab256345-10ul,abcam,重组Anti-c-Kit抗体[EPR22566-344],reagent,10ul,支,,,,,,,,1633.55,588.08,653.42,
ab32363-10ul,Abcam,重组Anti-c-Kit抗体[YR145],reagent,10ul,支,,,,,,,,1899.95,683.98,759.98,
ab211737-40 µl,Abcam,重组Anti-Claudin 1抗体[EPRR18871],reagent,40 µl,支,,,,,,,,5160.6,1857.82,2064.24,
ab32042-100ul,abcam,重组Anti-Cleaved Caspase-3抗体[E83-77],reagent,100ul,支,,,,,,,,10152.8,3655.01,4061.12,
ab32042-40ul,abcam,重组Anti-Cleaved Caspase-3抗体[E83-77] (ab32042),reagent,40ul,支,,,,,,,,6521.4,2347.7,2608.56,
ab214430-10ul,abcam,重组Anti-Cleaved Caspase-3抗体[EPR21032],reagent,10ul,支,,,,,,,,1872,673.92,748.8,
ab32064-40ul,Abcam,重组Anti-Cleaved PARP1抗体[E51],reagent,40ul,支,,,,,,,,5113.4,1840.82,2045.36,
ab185655-40ul,abcam,重组Anti-c-Myc (phospho T58)抗体[EPR17923] (ab185655),reagent,40ul,支,,,,,,,,4082.4,1469.66,1632.96,
ab32072-100ul,abcam,重组Anti-c-Myc抗体[Y69],reagent,100ul,支,,,,,,,,9740.25,3506.49,3896.1,
ab32072-40ul,abcam,重组Anti-c-Myc抗体[Y69],reagent,40ul,支,,,,,,,,5855.4,2107.94,2342.16,
ab124979-10UL,abcam,重组Anti-Cofilin抗体[EPR6375] - Loading Con,reagent,10ul,支,,,,,,,,1734.38,624.38,693.75,
ab124979-40ul,abcam,重组Anti-Cofilin抗体[EPR6375] - Loading Con,reagent,40ul,支,,,,,,,,4905,1765.8,1962,
ab188570-100ul,abcam,重组Anti-Collagen II抗体[EPR12268],reagent,100ul,支,,,,,,,,8295,2986.2,3318,
ab236640-40ul,abcam,重组Anti-Collagen IV抗体,reagent,40ul,支,,,,,,,,5675.8,2043.29,2270.32,
ab270993-40ul,abcam,重组Anti-Collagen I抗体[EPR24331-53],reagent,40ul,支,,,,,,,,4325.3,1557.11,1730.12,
ab138492-100ul,abcam,重组Anti-Collagen I抗体[EPR7785],reagent,100ul,支,,,,,,,,8977.5,3231.9,3591,
ab138492-40µl,abcam,重组Anti-Collagen I抗体[EPR7785] (ab138492),reagent,40µl,支,,,,,,,,5529.65,1990.67,2211.86,
ab182744-100ul,abcam,重组Anti-Collagen VI抗体[EPR17072],reagent,100ul,支,,,,,,,,8361,3009.96,3344.4,
ab182563-100ul,abcam,重组Anti-Collagen X抗体[EPR13044],reagent,100ul,支,,,,,,,,7725,2781,3090,
ab300401-40ul,abcam,重组Anti-Connexin 32 / GJB1抗体[EPR26417-44],reagent,40ul,支,,,,,,,,4552.2,1638.79,1820.88,
ab81208-40ul,abcam,重组Anti-Cortactin抗体[EP1922Y],reagent,40ul,支,,,,,,,,4817.4,1734.26,1926.96,
ab179800-40ul,abcam,重组Anti-COX2 / Cyclooxygenase 2抗体[EPR12012] (ab179800),reagent,40ul,支,,,,,,,,4539.6,1634.26,1815.84,
ab206411-40ul,abcam,重组Anti-CXCL1/GRO alpha抗体[EPR19892],reagent,40ul,支,,,,,,,,5168.9,1860.8,2067.56,
ab181020-10ul,abcam,重组Anti-CXCR4抗体[EPUMBR3],reagent,10ul,支,,,,,,,,1763.05,634.7,705.22,
ab32103-10ul,abcam,重组Anti-Cyclin E2抗体[E142],reagent,10ul,支,,,,,,,,1758.6,633.1,703.44,
ab178397-100 µl,abcam,重组Anti-Cyclophilin B抗体[EPR12703(B)] - Loading Control (ab178397),reagent,100 µl,支,,,,,,,,7736.4,2785.1,3094.56,
ab137015-40ul,abcam,重组Anti-CYP2C19抗体[EPR6576],reagent,40ul,支,,,,,,,,4383.75,1578.15,1753.5,
ab133504-10ul,Abcam,重组Anti-Cytochrome C抗体[EPR1327] (ab133504),reagent,10ul,盒,,,,,,,,1917.5,690.3,767,
ab133504-40ul,Abcam,重组Anti-Cytochrome C抗体[EPR1327] (ab133504),reagent,40ul,支,,,,,,,,6733.8,2424.17,2693.52,
ab52635-40ul,abcam,重组Anti-Cytokeratin 5抗体[EP1601Y] - Cytoskeleton Marker,reagent,40ul,支,,,,,,,,5226.25,1881.45,2090.5,
ab215191-40ul,abcam,重组Anti-DFNA5/GSDME抗体[EPR19859] - N-terminal,reagent,40ul,支,,,,,,,,6136.45,2209.12,2454.58,
ab154790-100ul,abcam,重组Anti-DHHC-18抗体[EPR9871],reagent,100ul,支,,,,,,,,6947.5,2501.1,2779,
ab154790-40ul,abcam,重组Anti-DHHC-18抗体[EPR9871],reagent,40ul,支,,,,,,,,4125.6,1485.22,1650.24,
ab138506-10ul,abcam,重组Anti-DjC8抗体[EPR9069] (ab138506),reagent,10ul,支,,,,,,,,1665,599.4,666,
ab188453-100ul,abcam,重组Anti-Dnmt1抗体[EPR18453],reagent,100ul,支,,,,,,,,7771.85,2797.87,3108.74,
AB188470-100ul,abcam,重组Anti-Dnmt3a抗体[EPR18455],reagent,100ul,支,,,,,,,,7338.95,2642.02,2935.58,
ab275391-100ul,abcam,重组Anti-Dystrophin抗体[EPR23336-129],reagent,100ul,支,,,,,,,,9205.2,3313.87,3682.08,
ab40772,abcam,重组Anti-E Cadherin抗体[EP700Y] - Intercellular Junction Marker,reagent,100ul,支,,,,,,,,9475,3411,3790,
ab40772-10ul,abcam,重组Anti-E Cadherin抗体[EP700Y] - Intercellular Junction Marker,reagent,10ul,支,,,,,,,,1920.6,691.42,768.24,
ab40772-40ul,abcam,重组Anti-E Cadherin抗体[EP700Y] - Intercellular Junction Marker,reagent,40ul,支,,,,,,,,5686.2,2047.03,2274.48,
ab133597-40ul,abcam,重组Anti-E Cadherin抗体[EPR699],reagent,40ul,支,,,,,,,,6238.8,2245.97,2495.52,
ab289963-40ul,abcam,重组Anti-E2F6抗体[EPR25340-17],reagent,40ul,支,,,,,,,,4552.2,1638.79,1820.88,
ab32077-10ul,abcam,重组Anti-EGFR抗体[E235],reagent,10ul,支,,,,,,,,1749.6,629.86,699.84,
ab52894-100ul,abcam,重组Anti-EGFR抗体[EP38Y] (ab52894),reagent,100ul,支,,,,,,,,10586.25,3811.05,4234.5,
ab184265-40UL,abcam,重组Anti-EGF抗体[EPR19173],reagent,40ul,支,,,,,,,,4638.75,1669.95,1855.5,
ab180573-100ul,abcam,重组Anti-eIF4A3抗体[EPR14301(B)],reagent,100ul,支,,,,,,,,9215.63,3317.63,3686.25,
ab275746-10ul,abcam,重组Anti-Endostatin/COL18A1抗体[EPR23481-21],reagent,10ul,支,,,,,,,,1611.48,580.13,644.59,
ab275390-10ul,abcam,重组Anti-Endostatin/COL18A1抗体[EPR23481-240],reagent,10ul,支,,,,,,,,1611.48,580.13,644.59,
ab32121-100ul,abcam,重组Anti-ErbB3 / HER3抗体[E186],reagent,100ul,支,,,,,,,,8750,3150,3500,
ab214036-40µl,Abcam,重组Anti-ERK1 (phospho T202) + ERK2 (phospho T185)抗体[EPR18444],reagent,40ul,支,,,,,,,,5592.6,2013.34,2237.04,
ab16660-100ul,abcam,重组Anti-Estrogen Receptor alpha抗体[SP1],reagent,100ul,支,,,,,,,,6956.25,2504.25,2782.5,
ab220361-40ul,abcam,重组Anti-ETS1抗体[EPR21909],reagent,40ul,支,,,,,,,,5202,1872.72,2080.8,
ab155282-40ul,abcam,重组Anti-FACL4抗体[EPR8640] (ab155282),reagent,40ul,支,,,,,,,,5178.6,1864.3,2071.44,
ab172961-40ul,abcam,重组Anti-FBXL19抗体[EPR11957],reagent,40ul,支,,,,,,,,4818.6,1734.7,1927.44,
ab92572-40ul,abcam,重组Anti-Fibrinogen alpha chain抗体[EPR2919],reagent,40ul,支,,,,,,,,5002.2,1800.79,2000.88,
ab179450-40ul,abcam,重组Anti-FOXO1A抗体[EPR12020] (ab179450),reagent,40ul,支,,,,,,,,4671,1681.56,1868.4,
ab124892-10ul,abcam,重组Anti-FTO抗体[EPR6895],reagent,10ul,支,,,,,,,,2075.4,747.14,830.16,
ab156000-40ul,abcam,重组Anti-GABA A Receptor beta 2/GABRB2抗体[EPR10517],reagent,40ul,支,,,,,,,,4467.6,1608.34,1787.04,
ab109364-40ul,abcam,重组Anti-GABARAP+GABARAPL1+GABARAPL2抗体[EPR4805],reagent,40ul,支,,,,,,,,5495.4,1978.34,2198.16,
ab109299-40ul,abcam,重组Anti-GABARAP抗体[EPR4806],reagent,40ul,支,,,,,,,,4809.6,1731.46,1923.84,
ab75810-10ul,abcam,重组Anti-GAP43抗体[EP890Y],reagent,10ul,支,,,,,,,,2000.63,720.23,800.25,
ab181602-100µl,abcam,重组Anti-GAPDH抗体[EPR16891] - Loading Control (ab181602),reagent,100µl,支,,,,,,,,9163.05,3298.7,3665.22,
ab126704-100ul,abcam,重组Anti-GCLM抗体[EPR6667],reagent,100ul,支,,,,,,,,8404.55,3025.64,3361.82,
ab68428-40ul,abcam,重组Anti-GFAP抗体[EPR1034Y],reagent,40ul,支,,,,,,,,6939.38,2498.18,2775.75,
ab92517-10ul,abcam,重组Anti-Glucagon抗体[EP3070],reagent,10ul,支,,,,,,,,1981.88,713.48,792.75,
ab32037-10ul,abcam,重组Anti-GRB2抗体[Y237],reagent,10ul,支,,,,,,,,1920.6,691.42,768.24,
ab209845-100ul,abcam,重组Anti-GSDMD抗体[EPR19828],reagent,100ul,支,,,,,,,,9518.4,3426.62,3807.36,
ab209845-40ul,abcam,重组Anti-GSDMD抗体[EPR19828],reagent,40ul,瓶,,,,,,,,6402.85,2305.03,2561.14,
ab32391-10ul,abcam,重组Anti-GSK3 beta抗体[Y174],reagent,,支,,,,,,,,1902.6,684.94,761.04,
ab157480-40ul,abcam,重组Anti-HBXIP抗体[EPR11531(B)],reagent,40ul,支,,,,,,,,4208.4,1515.02,1683.36,
ab189491-40ul,abcam,重组Anti-Heme Oxygenase 1抗体,reagent,40ul,支,,,,,,,,4710.1,1695.64,1884.04,
ab214049-40ul,abcam,重组Anti-Hemoglobin subunit beta/ba1抗体[EPR20614],reagent,40ul,支,,,,,,,,5056.2,1820.23,2022.48,
ab108937,abcam,重组Anti-Hes1抗体,reagent,40ul,支,,,,,,,,6173.45,2222.44,2469.38,
ab179483-100ul,abcam,重组Anti-HIF-1 alpha抗体[EPR16897] (ab179483),reagent,100ul,支,,,,,,,,8022.6,2888.14,3209.04,
ab179483-40ul,abcam,重组Anti-HIF-1 alpha抗体[EPR16897] (ab179483),reagent,40ul,支,,,,,,,,4813.2,1732.75,1925.28,
ab219407-40ul,abcam,重组Anti-Histone H3 (citrulline R17)抗体[EPR20358-120],reagent,40ul,支,,,,,,,,4633.2,1667.95,1853.28,
ab176842-10ul,abcam,重组Anti-Histone H3抗体[EPR16987] -核Marker and ChIP Grade,reagent,10ul,支,,,,,,,,2075.4,747.14,830.16,
ab79823-100ul,abcam,重组Anti-HMGB1抗体[EPR3507],reagent,100ul,支,,,,,,,,9615,3461.4,3846,
ab79823-40ul,Abcam,重组Anti-HMGB1抗体[EPR3507] (ab79823),reagent,40ul,支,,,,,,,,6408.4,2307.02,2563.36,
ab174830-40ul,abcam,重组Anti-HMGCR抗体[EPR1685(N)] (ab174830),reagent,40ul,支,,,,,,,,5744.25,2067.93,2297.7,
ab181606-10ul,abcam,重组Anti-Hsp70抗体[EPR16892],reagent,10ul,支,,,,,,,,1677.6,603.94,671.04,
ab203126-10ul,abcam,重组Anti-Hsp90抗体[EPR16621-67],reagent,10ul,支,,,,,,,,1836,660.96,734.4,
ab171081-40ul,abcam,重组Anti-IFN gamma Receptor beta/AF-1抗体[EPR8813],reagent,40ul,支,,,,,,,,4125.6,1485.22,1650.24,
ab32518-40ul,abcam,重组Anti-IKB alpha抗体[E130] (ab32518),reagent,40ul,支,,,,,,,,6355.8,2288.09,2542.32,
ab139408-100ul,abcam,重组Anti-IKZF3抗体[EPR9342(B)],reagent,100ul,支,,,,,,,,7677.5,2763.9,3071,
ab234437-40µl,Abcam,重组Anti-IL-1 beta抗体[EPR16805-15],reagent,40µl,支,,,,,,,,6183,2225.88,2473.2,
ab234437-100ul,abcam,重组Anti-IL-1 beta抗体[EPR16805-15] (ab234437),reagent,100ul,支,,,,,,,,9480.6,3413.02,3792.24,
ab254360-10ul,abcam,重组Anti-IL-1 beta抗体[EPR23851-127] (ab254360),reagent,10ul,支,,,,,,,,2210.4,795.74,884.16,
ab254360-40ul,abcam,重组Anti-IL-1 beta抗体[EPR23851-127] (ab254360),reagent,40ul,支,,,,,,,,4375.8,1575.29,1750.32,
ab207737-10ul,abcam,重组Anti-IL-33抗体[EPR20417],reagent,10ul,支,,,,,,,,1763.05,634.7,705.22,
ab277522-10ul,abcam,重组Anti-Indoleamine 2，3-dioxygenase抗体[EPR24032-22],reagent,10ul,支,,,,,,,,1589.4,572.18,635.76,
